Date,open,high,low,close,volume
2025-03-26,3021.1,3032.11,3012.45,3021.78,0
2025-03-27,3021.73,3059.77,3021.67,3055.79,0
2025-03-28,3055.62,3086.9,3055.12,3085.37,0
2025-03-30,3086.19,3097.87,3086.09,3089.25,0
2025-03-31,3089.24,3128.05,3076.99,3120.69,0
2025-04-01,3120.67,3149.09,3100.93,3115.3,0
2025-04-02,3115.31,3167.87,3104.85,3162.74,0
2025-04-03,3162.6,3164.89,3054.16,3112.97,0
2025-04-04,3112.98,3136.72,3015.74,3038.86,0
2025-04-06,3035.07,3035.07,2977.23,3000.13,0
2025-04-07,3000.14,3056.25,2956.54,2981.35,0
2025-04-08,2981.42,3022.76,2970.1,2978.37,0
2025-04-09,2978.53,3099.71,2972.58,3086.91,0
2025-04-10,3086.9,3191.39,3078.56,3189.06,0
2025-04-11,3189.1,3245.47,3184.96,3237.71,0
2025-04-13,3229.95,3229.95,3210.07,3223.9,0
2025-04-14,3223.87,3245.75,3193.76,3212.68,0
2025-04-15,3212.67,3251.87,3210.13,3251.87,0
2025-04-16,3251.84,3357.82,3251.71,3350.21,0
2025-04-17,3350.17,3356.34,3283.95,3327.62,0
2025-04-20,3346.11,3351.77,3340.99,3348.2,0
2025-04-21,3348.21,3444.3,3347.58,3434.67,0
2025-04-22,3434.63,3500.08,3315.98,3336.68,0
2025-04-23,3336.66,3386.64,3260.2,3316.4,0
2025-04-24,3316.42,3370.78,3306.86,3349.03,0
2025-04-25,3349.0,3363.23,3265.27,3319.26,0
2025-04-27,3330.71,3331.15,3298.78,3302.74,0
2025-04-28,3302.77,3353.12,3268.2,3337.74,0
2025-04-29,3337.75,3340.15,3299.78,3317.09,0
2025-04-30,3317.2,3328.04,3267.09,3272.92,0
2025-05-01,3272.93,3276.39,3202.06,3237.4,0
2025-05-02,3237.5,3269.34,3222.86,3241.06,0
2025-05-04,3239.43,3252.31,3237.89,3248.0,0
2025-05-05,3248.12,3337.99,3241.37,3334.17,0
2025-05-06,3334.2,3436.07,3323.36,3400.86,0
2025-05-07,3400.87,3401.51,3360.26,3376.52,0
2025-05-08,3376.58,3414.84,3288.88,3316.47,0
2025-05-09,3316.46,3347.58,3274.9,3326.97,0
2025-05-11,3321.38,3322.21,3266.06,3287.68,0
2025-05-12,3287.67,3290.03,3207.88,3236.87,0
2025-05-13,3236.88,3265.59,3216.01,3254.46,0
2025-05-14,3254.57,3254.73,3168.09,3186.08,0
2025-05-15,3186.04,3252.19,3120.79,3237.25,0
2025-05-16,3237.26,3244.66,3154.39,3202.31,0
2025-05-18,3218.3,3245.27,3206.62,3234.91,0
2025-05-19,3234.96,3249.82,3206.76,3222.64,0
2025-05-20,3222.68,3304.31,3204.69,3290.75,0
2025-05-21,3290.8,3324.94,3285.63,3320.12,0
2025-05-22,3320.19,3345.44,3279.49,3300.12,0
2025-05-23,3300.17,3365.97,3287.2,3356.44,0
2025-05-25,3356.6,3356.6,3341.48,3342.73,0
2025-05-26,3342.74,3356.8,3323.78,3346.21,0
2025-05-27,3346.2,3350.0,3285.44,3309.5,0
2025-05-28,3309.49,3325.57,3250.35,3259.96,0
2025-05-29,3259.95,3331.24,3245.57,3315.6,0
2025-05-30,3315.58,3322.76,3271.62,3289.67,0
2025-06-01,3298.9,3316.73,3295.53,3310.31,0
2025-06-02,3310.28,3392.27,3301.57,3387.48,0
2025-06-03,3387.45,3388.7,3333.26,3360.03,0
2025-06-04,3360.06,3384.72,3343.85,3378.21,0
2025-06-05,3378.2,3403.48,3339.53,3361.97,0
2025-06-06,3361.94,3375.7,3307.18,3309.96,0
2025-06-08,3312.29,3321.24,3309.38,3318.1,0
2025-06-09,3318.14,3338.27,3293.59,3326.86,0
2025-06-10,3326.92,3349.18,3302.04,3328.0,0
2025-06-11,3328.02,3373.57,3319.37,3365.52,0
2025-06-12,3365.54,3398.98,3338.62,3395.97,0
2025-06-13,3395.95,3446.89,3391.87,3433.47,0
2025-06-15,3452.26,3452.45,3432.59,3444.2,0
2025-06-16,3444.17,3451.32,3382.93,3402.93,0
2025-06-17,3402.99,3403.33,3366.19,3387.43,0
2025-06-18,3387.42,3400.09,3362.66,3375.15,0
2025-06-19,3375.17,3387.97,3347.66,3368.85,0
2025-06-20,3368.86,3374.59,3340.42,3368.77,0
2025-06-22,3391.55,3396.71,3371.39,3372.86,0
2025-06-23,3372.9,3393.61,3341.64,3344.41,0
2025-06-24,3344.43,3357.97,3295.48,3324.26,0
2025-06-25,3324.17,3340.04,3312.07,3339.11,0
2025-06-26,3339.08,3350.39,3310.0,3318.86,0
2025-06-27,3318.81,3322.1,3255.84,3274.56,0
2025-06-29,3273.09,3281.89,3247.21,3263.87,0
2025-06-30,3263.81,3314.6,3259.6,3312.57,0
2025-07-01,3312.73,3358.01,3310.05,3338.18,0
2025-07-02,3338.19,3365.79,3327.69,3349.4,0
2025-07-03,3349.45,3363.71,3311.66,3330.99,0
2025-07-04,3330.98,3345.16,3325.94,3336.71,0
2025-07-06,3334.6,3342.82,3326.32,3328.92,0
2025-07-07,3328.93,3345.84,3296.54,3334.7,0
2025-07-08,3334.72,3339.55,3287.2,3302.41,0
2025-07-09,3302.48,3321.2,3282.78,3317.7,0
2025-07-10,3317.67,3330.31,3310.17,3323.89,0
2025-07-11,3323.87,3368.79,3323.74,3355.27,0
2025-07-13,3363.1,3374.02,3359.68,3367.89,0
2025-07-14,3367.84,3375.07,3341.12,3345.36,0
2025-07-15,3345.38,3366.09,3320.28,3331.19,0
2025-07-16,3331.2,3377.44,3319.72,3346.58,0
2025-07-17,3346.61,3347.45,3310.0,3340.26,0
2025-07-18,3340.25,3361.33,3331.86,3350.55,0
2025-07-20,3350.41,3350.42,3345.07,3349.22,0
2025-07-21,3349.23,3402.71,3347.8,3396.62,0
2025-07-22,3396.66,3433.6,3383.34,3427.57,0
2025-07-23,3427.53,3438.91,3385.81,3390.05,0
2025-07-24,3390.05,3393.43,3351.52,3369.56,0
2025-07-25,3369.57,3373.65,3325.07,3336.84,0
2025-07-26,3337.17,3337.17,3337.17,3337.17,0
2025-07-27,3317.98,3337.43,3317.98,3333.72,0
2025-07-28,3333.73,3345.34,3301.84,3312.6,0
2025-07-29,3312.62,3334.17,3307.92,3327.67,0
2025-07-30,3327.68,3334.07,3268.25,3285.35,0
2025-07-31,3285.22,3314.89,3282.84,3288.7,0
2025-08-01,3288.62,3363.41,3281.65,3363.15,0
2025-08-03,3364.9,3369.21,3354.65,3362.03,0
2025-08-04,3362.09,3385.42,3345.12,3377.49,0
2025-08-05,3377.48,3390.5,3349.92,3383.27,0
2025-08-06,3383.24,3385.4,3358.32,3370.23,0
2025-08-07,3370.26,3409.07,3365.36,3400.63,0
2025-08-08,3400.61,3404.56,3376.27,3398.05,0
2025-08-10,3398.34,3405.27,3390.41,3391.57,0
2025-08-11,3391.58,3391.74,3341.53,3349.07,0
2025-08-12,3349.02,3359.3,3331.17,3350.63,0
2025-08-13,3350.65,3370.87,3342.81,3362.83,0
2025-08-14,3362.81,3374.9,3329.89,3335.66,0
2025-08-15,3335.68,3348.77,3332.55,3335.82,0
2025-08-17,3336.52,3339.0,3323.62,3327.19,0
2025-08-18,3327.2,3358.48,3326.86,3331.04,0
2025-08-19,3331.05,3345.35,3312.95,3314.34,0
2025-08-20,3314.33,3352.15,3311.61,3346.95,0
2025-08-21,3346.93,3348.15,3325.51,3338.42,0
2025-08-22,3338.44,3378.92,3321.52,3372.3,0
2025-08-24,3371.57,3372.16,3365.95,3369.15,0
2025-08-25,3369.14,3376.33,3351.79,3354.95,0
2025-08-26,3354.98,3394.4,3351.34,3390.97,0
2025-08-27,3390.98,3399.33,3373.89,3395.84,0
2025-08-28,3395.85,3423.28,3384.66,3414.91,0
2025-08-29,3414.92,3454.06,3404.44,3448.0,0
2025-08-31,3449.48,3452.66,3442.52,3448.06,0
2025-09-01,3448.07,3489.95,3437.19,3479.32,0
2025-09-02,3479.28,3540.08,3472.18,3530.14,0
2025-09-03,3530.15,3578.54,3527.06,3560.37,0
2025-09-04,3560.45,3563.52,3511.37,3552.68,0
2025-09-05,3552.7,3600.14,3544.94,3586.73,0
2025-09-07,3581.79,3596.88,3578.58,3591.26,0
2025-09-08,3591.25,3646.45,3579.64,3635.07,0
2025-09-09,3635.08,3674.79,3619.1,3633.62,0
2025-09-10,3633.61,3657.64,3620.27,3644.94,0
2025-09-11,3644.96,3649.16,3613.17,3631.86,0
2025-09-12,3631.87,3656.7,3630.63,3643.61,0
